Gene ID	Gene Name	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 11' .foldChange	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 11'.pValue	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 24' .foldChange	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 24'.pValue	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 9' .foldChange	'bipolar disorder' vs 'normal' in 'Brodmann (1909) area 9'.pValue	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 11' .foldChange	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 11'.pValue	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 24' .foldChange	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 24'.pValue	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 9' .foldChange	'schizophrenia' vs 'normal' in 'Brodmann (1909) area 9'.pValue
ENSG00000256967	AC018653.3			-0.3	0.998056860267984	0.2	0.99498273299885
ENSG00000256972	AP000462.3					-0.5	0.99498273299885	-0.2	0.997156663666153
ENSG00000256973	AC053513.2			-0.1	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000256981	AC134349.2					0.1	0.99498273299885
ENSG00000256982	AC135782.1			0.1	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	0.3	0.661068315210442	-0.1	0.923238088802291
ENSG00000256995	AC084816.1			-0.2	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000257004	AC008115.2			-0.2	0.998056860267984
ENSG00000257017	HP			-0.1	0.998056860267984
ENSG00000257022	AC008250.1			0.2	0.998056860267984	0.1	0.99498273299885
ENSG00000257027	AC010186.3			0.3	0.998056860267984	-0.1	0.99498273299885	0.2	0.997156663666153
ENSG00000257038	AP002761.3			0.1	0.998056860267984	-0.2	0.99498273299885
ENSG00000257052	AP003721.4					-0.1	0.99498273299885
ENSG00000257056	LINC02282			0.4	0.998056860267984	0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000257057	C11orf97			-0.1	0.998056860267984	0.1	0.99498273299885
ENSG00000257058	AP001363.2			0.4	0.998056860267984	0.1	0.99498273299885	0.3	0.997156663666153
ENSG00000257060	AC091078.1			0.1	0.998056860267984	-0.3	0.99498273299885
ENSG00000257069	AP001453.3			-0.3	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000257070	AP003170.5					-0.1	0.99498273299885
ENSG00000257086	AP001453.4					0.3	0.99498273299885	0.1	0.997156663666153
ENSG00000257093	DENND11	-0.2	0.474556321312562	0.2	0.998056860267984					0.1	0.887159075898361	-0.1	0.86058734438217
ENSG00000257097	CLIP1-AS1			0.2	0.998056860267984	0.4	0.99498273299885	0.1	0.997156663666153
ENSG00000257103	LSM14A	0.1	0.755370217010336	0.2	0.998056860267984					0.3	0.263598552218762	0.1	0.898709361145856
ENSG00000257108	NHLRC4			-0.2	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000257114	LINC02450					-0.1	0.99498273299885
ENSG00000257120	AL356756.1			-0.1	0.998056860267984
ENSG00000257122	RRN3P3	0.1	0.550619725062135	-0.4	0.998056860267984					-0.1	0.882908652382038	-0.2	0.842479221299393
ENSG00000257126	FOXG1-AS1			0.3	0.998056860267984	0.5	0.99498273299885	0.1	0.997156663666153
ENSG00000257135	ODC1-DT			-0.1	0.998056860267984	-0.2	0.99498273299885
ENSG00000257139	LINC02821			-0.1	0.998056860267984	-0.1	0.99498273299885
ENSG00000257151	ENSG00000257151	-0.3	0.320360204840277			0.2	0.99498273299885	-0.1	0.997156663666153	-0.5	0.198084934430006	0.1	0.923256511770663
ENSG00000257156	ENSG00000257156			-0.1	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000257159	AC084033.1			0.2	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000257167	TMPO-AS1			0.2	0.998056860267984	-0.3	0.99498273299885
ENSG00000257176	AC009318.1			-0.1	0.998056860267984	0.3	0.99498273299885	0.1	0.997156663666153
ENSG00000257180	AC009135.1			-0.2	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000257185	LINC02293			-0.1	0.998056860267984	0.1	0.99498273299885
ENSG00000257191	AC090709.1			-0.1	0.998056860267984
ENSG00000257194	AC126178.1			-0.1	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000257195	HNRNPA1P50			-0.2	0.998056860267984
ENSG00000257218	GATC			-0.1	0.998056860267984	0.1	0.99498273299885			-0.4	0.203237586725631	-0.1	0.874407452105012
ENSG00000257219	LNCOG			-0.2	0.998056860267984
ENSG00000257221	AC007569.1					-0.1	0.99498273299885
ENSG00000257228	AC090531.1			-0.1	0.998056860267984	0.1	0.99498273299885	-0.2	0.997156663666153
ENSG00000257231	DYNLL1P4							-0.1	0.997156663666153
ENSG00000257242	LINC01619			-0.2	0.998056860267984	-0.2	0.99498273299885	-0.1	0.997156663666153
ENSG00000257243	AC020612.1			0.3	0.998056860267984	-0.3	0.99498273299885	0.3	0.997156663666153
ENSG00000257246	PHBP19	0.3	0.35092783331471	-0.3	0.998056860267984	-0.2	0.99498273299885			-0.5	0.463531422448277
ENSG00000257252	AC124947.1			-0.3	0.998056860267984			-0.1	0.997156663666153
ENSG00000257256	AC008147.1					0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000257259	LINC02388			0.1	0.998056860267984
ENSG00000257261	AC008014.1			0.5	0.998056860267984	-0.1	0.99498273299885
ENSG00000257267	ZNF271P	-0.1	0.797358826918323	0.4	0.998056860267984	0.4	0.99498273299885			0.3	0.413283724100972
ENSG00000257270	AL928654.2			-0.2	0.998056860267984	-0.2	0.99498273299885
ENSG00000257272	AL162311.1			-0.5	0.998056860267984	-0.5	0.99498273299885
ENSG00000257277	AC092652.1							0.1	0.997156663666153
ENSG00000257279	AC127164.1			0.3	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000257283	AC012464.1			0.2	0.998056860267984	-0.1	0.99498273299885
ENSG00000257285	AL132780.1			-0.1	0.998056860267984	-0.2	0.99498273299885
ENSG00000257294	AC080011.1					0.2	0.99498273299885
ENSG00000257298	AC008147.2			0.3	0.998056860267984	0.3	0.99498273299885	0.2	0.997156663666153
ENSG00000257303	AC073896.2			-0.1	0.998056860267984	0.2	0.99498273299885	0.2	0.997156663666153
ENSG00000257315	ZBED6			0.1	0.998056860267984
ENSG00000257319	AC008127.1			0.3	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153
ENSG00000257322	AC138123.1			0.1	0.998056860267984	0.2	0.99498273299885
ENSG00000257331	RACGAP1P					0.1	0.99498273299885
ENSG00000257335	MGAM			0.2	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000257337	AC068888.1	0.6	0.0634256484503457	0.3	0.998056860267984	-0.4	0.99498273299885	0.3	0.997156663666153	0.5	0.16888050984162	-0.2	0.884215735860256
ENSG00000257354	AC048341.1	0.2	0.657130380037697	0.3	0.998056860267984	-0.6	0.99498273299885	0.1	0.997156663666153	0.6	0.30896989790078	-0.2	0.881072616962574
ENSG00000257365	FNTB	0.3	0.262106402878081			-0.3	0.99498273299885	0.2	0.997156663666153			-0.1	0.90821768566195
ENSG00000257376	AC079601.3			0.1	0.998056860267984
ENSG00000257384	AC009779.1							-0.1	0.997156663666153
ENSG00000257391	AC126763.1			0.1	0.998056860267984
ENSG00000257398	AC126177.3			0.1	0.998056860267984			-0.1	0.997156663666153
ENSG00000257431	AC089998.1			0.1	0.998056860267984
ENSG00000257433	AC004241.1					0.3	0.99498273299885
ENSG00000257434	AC073525.1			-0.3	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153
ENSG00000257438	AC011595.1	0.2	0.573975224651616	-0.4	0.998056860267984	-0.3	0.99498273299885	-0.1	0.997156663666153
ENSG00000257446	ZNF878			-0.1	0.998056860267984	-0.1	0.99498273299885
ENSG00000257449	AC034102.3					0.1	0.99498273299885
ENSG00000257456	AC009320.1			-0.1	0.998056860267984
ENSG00000257458	AC069437.1			-0.1	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153	0.1	0.940728389857894	0.3	0.745324470550267
ENSG00000257467	PPFIA2-AS1			0.1	0.998056860267984	-0.2	0.99498273299885			0.3	0.64736880064157	0.1	0.921324011392916
ENSG00000257475	AC068888.2			0.2	0.998056860267984	-0.1	0.99498273299885
ENSG00000257494	AC004217.1					-0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000257497	AC121761.1			-0.2	0.998056860267984	0.2	0.99498273299885	0.2	0.997156663666153
ENSG00000257501	AC007424.1			-0.4	0.998056860267984	0.1	0.99498273299885
ENSG00000257507	LINC02373			-0.1	0.998056860267984	-0.1	0.99498273299885
ENSG00000257509	AC073487.1			0.2	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000257511	AC084824.2			0.4	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000257512	AC124947.2			-0.1	0.998056860267984
ENSG00000257522	AL133166.1			-0.2	0.998056860267984	-0.2	0.99498273299885	-0.1	0.997156663666153			-0.1	0.914073912872337
ENSG00000257524	AL157935.3			-0.2	0.998056860267984	-0.3	0.99498273299885	0.2	0.997156663666153
ENSG00000257526	AC107032.2			-0.1	0.998056860267984
ENSG00000257531	AC008147.3			-0.4	0.998056860267984	0.3	0.99498273299885
ENSG00000257539	HSPA8P14							0.1	0.997156663666153
ENSG00000257543	AC063948.1			0.1	0.998056860267984	-0.2	0.99498273299885
ENSG00000257545	AC079385.1					0.1	0.99498273299885
ENSG00000257550	AC023509.2			0.1	0.998056860267984	0.2	0.99498273299885
ENSG00000257556	LINC02298	-0.2	0.51032649568123	-0.4	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	-0.6	0.337601554681226	-0.2	0.861888196934944
ENSG00000257557	PPP1R12A-AS1	0.7	0.0706809860699505			0.3	0.99498273299885	0.3	0.997156663666153	0.8	0.117486560517974	0.4	0.704307993456837
ENSG00000257568	AC079035.1			0.1	0.998056860267984	0.1	0.99498273299885
ENSG00000257572	AC008127.2	0.8	0.0475602861717648	0.1	0.998056860267984	0.2	0.99498273299885	0.2	0.997156663666153	0.8	0.209617897275966
ENSG00000257576	HSPD1P4			-0.1	0.998056860267984	-0.1	0.99498273299885
ENSG00000257579	AC007540.2					-0.1	0.99498273299885
ENSG00000257585	LINC00609			-0.2	0.998056860267984			0.1	0.997156663666153
ENSG00000257591	ZNF625			-0.1	0.998056860267984
ENSG00000257594	GALNT4			-0.1	0.998056860267984
ENSG00000257595	LINC02356							0.2	0.997156663666153
ENSG00000257596	SCAT2					-0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000257599	OVCH1-AS1			-0.1	0.998056860267984	-0.4	0.99498273299885
ENSG00000257604	AC027288.2					0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000257605	AC073611.1			-0.2	0.998056860267984	0.5	0.99498273299885	-0.1	0.997156663666153
ENSG00000257614	AL133304.1			-0.1	0.998056860267984
ENSG00000257621	PSMA3-AS1	0.2	0.371979963522259	-0.1	0.998056860267984	0.1	0.99498273299885			0.1	0.789970206926349	0.2	0.62439332070543
ENSG00000257624	AC004024.1							0.1	0.997156663666153
ENSG00000257647	AC124312.2	0.5	0.216277858033238	0.3	0.998056860267984	0.6	0.99498273299885			0.5	0.299385687756506	0.3	0.793626529557214
ENSG00000257657	AC079950.1					0.1	0.99498273299885
ENSG00000257660	ADCY6-DT			-0.1	0.998056860267984	0.1	0.99498273299885
ENSG00000257666	CBX3P5							0.1	0.997156663666153
ENSG00000257680	AC016144.1			-0.1	0.998056860267984							0.2	0.857032409837393
ENSG00000257681	AC025265.1			0.3	0.998056860267984			-0.1	0.997156663666153
ENSG00000257696	AC010203.2					0.1	0.99498273299885
ENSG00000257698	GIHCG			0.1	0.998056860267984	0.5	0.99498273299885					-0.1	0.951243264793147
ENSG00000257702	LBX2-AS1			0.1	0.998056860267984	-0.1	0.99498273299885	0.2	0.997156663666153
ENSG00000257703	AC068643.1					0.2	0.99498273299885
ENSG00000257704	INAFM1	0.1	0.673853233178978	-0.4	0.998056860267984	-0.3	0.99498273299885			-0.5	0.212792380385009	-0.4	0.682964458257155
ENSG00000257711	AC079385.2			0.1	0.998056860267984	-0.3	0.99498273299885	-0.1	0.997156663666153
ENSG00000257718	CPNE8-AS1			-0.2	0.998056860267984	0.1	0.99498273299885	0.3	0.997156663666153
ENSG00000257727	CNPY2	0.3	0.253211811486886			0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000257732	AC089983.1			0.1	0.998056860267984			0.2	0.997156663666153
ENSG00000257735	AC090115.1					-0.1	0.99498273299885
ENSG00000257737	AC025265.2					-0.1	0.99498273299885
ENSG00000257740	AC073896.3					-0.3	0.99498273299885	-0.2	0.997156663666153			-0.1	0.961893867353111
ENSG00000257743	MGAM2					0.2	0.99498273299885
ENSG00000257759	AL357153.2					0.1	0.99498273299885
ENSG00000257763	OR5BK1P			-0.1	0.998056860267984	-0.1	0.99498273299885
ENSG00000257769	AC026401.1			0.1	0.998056860267984
ENSG00000257771	LINC02395			0.2	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000257773	ST13P3					0.1	0.99498273299885
ENSG00000257790	EIF4A1P4					0.1	0.99498273299885
ENSG00000257800	FNBP1P1	-0.1	0.851352849225253	0.1	0.998056860267984	0.1	0.99498273299885			0.9	0.102890179604069	0.1	0.950371282544273
ENSG00000257802	AC089984.2			-0.3	0.998056860267984	0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000257815	CNOT2-DT	0.2	0.70045324268258	0.2	0.998056860267984	-0.3	0.99498273299885			0.7	0.254242833070347
ENSG00000257818	C1GALT1P1					-0.1	0.99498273299885
ENSG00000257826	AL133304.2					-0.1	0.99498273299885
ENSG00000257829	AC121757.1			-0.3	0.998056860267984	-0.3	0.99498273299885
ENSG00000257831	AL136418.3					-0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000257835	AC073591.1			-0.2	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000257838	OTOAP1			0.2	0.998056860267984	-0.2	0.99498273299885	-0.3	0.997156663666153
ENSG00000257842	LINC02588					-0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000257847	LSM3P2			-0.1	0.998056860267984			-0.1	0.997156663666153
ENSG00000257851	HNRNPA3P10			-0.1	0.998056860267984	-0.2	0.99498273299885
ENSG00000257859	CASC18			-0.3	0.998056860267984	0.1	0.99498273299885
ENSG00000257880	AC078789.1					-0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000257883	AC125603.2					-0.1	0.99498273299885
ENSG00000257894	AC027288.3			0.3	0.998056860267984	0.4	0.99498273299885
ENSG00000257896	AC093012.2			-0.1	0.998056860267984			0.1	0.997156663666153
ENSG00000257897	AC139697.1							0.1	0.997156663666153
ENSG00000257904	AL133372.3					0.1	0.99498273299885
ENSG00000257906	LINC02156					0.1	0.99498273299885
ENSG00000257913	DDN-AS1			-0.3	0.998056860267984			-0.1	0.997156663666153			0.2	0.892548442498415
ENSG00000257923	CUX1	0.2	0.195715884523635					0.1	0.997156663666153	0.3	0.125158227490823
ENSG00000257941	AC011611.5					0.4	0.99498273299885
ENSG00000257943	AC084879.2					0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000257950	P2RX5-TAX1BP3			-0.3	0.998056860267984	-0.1	0.99498273299885					0.2	0.901388104973586
ENSG00000257951	AC126177.5			-0.3	0.998056860267984	0.1	0.99498273299885
ENSG00000257954	AC125611.2			0.1	0.998056860267984	0.1	0.99498273299885
ENSG00000257957	QRSL1P3					-0.1	0.99498273299885
ENSG00000257964	AC020612.3			0.1	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000257986	LINC02306			-0.3	0.998056860267984	0.5	0.99498273299885
ENSG00000257999	ENSG00000257999			-0.2	0.998056860267984	-0.1	0.99498273299885
ENSG00000258001	AC126614.1					-0.1	0.99498273299885
ENSG00000258007	AC063947.1					-0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000258010	AC016705.1							-0.2	0.997156663666153
ENSG00000258017	AC011603.3			0.2	0.998056860267984	0.1	0.99498273299885
ENSG00000258024	OR5BT1P			0.1	0.998056860267984	0.1	0.99498273299885	0.2	0.997156663666153
ENSG00000258033	AC063947.2			-0.1	0.998056860267984	-0.4	0.99498273299885
ENSG00000258035	AC123567.2			-0.1	0.998056860267984	-0.3	0.99498273299885
ENSG00000258039	AC117377.1			-0.1	0.998056860267984	0.1	0.99498273299885
ENSG00000258044	AC073569.1	0.6	0.142087784495895	-0.2	0.998056860267984	0.2	0.99498273299885
ENSG00000258045	AC009779.2			0.3	0.998056860267984			0.1	0.997156663666153
ENSG00000258056	AC009779.3	0.2	0.536370892053972	0.5	0.998056860267984	-0.1	0.99498273299885	-0.2	0.997156663666153	0.4	0.494198744247686	-0.2	0.876229968219088
ENSG00000258057	BCDIN3D-AS1	-0.1	0.828143281560995	-0.1	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	0.1	0.876686167649491	0.1	0.940453216177013
ENSG00000258066	AC138331.1							-0.1	0.997156663666153
ENSG00000258068	AC079600.3			-0.1	0.998056860267984	-0.3	0.99498273299885	0.1	0.997156663666153
ENSG00000258072	AC126177.6			-0.2	0.998056860267984
ENSG00000258073	AC128657.1			-0.1	0.998056860267984
ENSG00000258084	AC128707.1					-0.1	0.99498273299885
ENSG00000258090	AC093014.1			-0.1	0.998056860267984
ENSG00000258099	ATXN2-AS			0.5	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000258101	AC010173.1			0.2	0.998056860267984			0.1	0.997156663666153
ENSG00000258102	MAP1LC3B2			0.2	0.998056860267984	-0.1	0.99498273299885					0.1	0.932436887986128
ENSG00000258104	HIGD1AP9			0.1	0.998056860267984
ENSG00000258107	AL158058.1			-0.2	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000258122	AC044802.2					0.2	0.99498273299885	0.2	0.997156663666153
ENSG00000258134	AC016954.1							0.1	0.997156663666153
ENSG00000258135	LINC02396			-0.1	0.998056860267984
ENSG00000258136	AC007622.2					-0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000258137	AC079313.2					0.1	0.99498273299885
ENSG00000258144	LINC02406					0.1	0.99498273299885
ENSG00000258162	AC069228.1			-0.3	0.998056860267984			-0.1	0.997156663666153	0.5	0.477487174505701	0.4	0.694970650084306
ENSG00000258168	AC025569.1			-0.3	0.998056860267984	-0.4	0.99498273299885	0.1	0.997156663666153	-0.1	0.953875771189583	-0.3	0.827274773851855
ENSG00000258170	AC089998.4							-0.1	0.997156663666153
ENSG00000258181	AC008083.3					0.2	0.99498273299885	-0.1	0.997156663666153
ENSG00000258199	AC073896.4	0.2	0.599797103560044	0.1	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153	0.4	0.466118484019558
ENSG00000258204	AC008126.1			0.2	0.998056860267984	-0.1	0.99498273299885
ENSG00000258225	AC073571.1					0.2	0.99498273299885	-0.1	0.997156663666153
ENSG00000258227	CLEC5A			0.3	0.998056860267984	0.4	0.99498273299885
ENSG00000258230	AC063950.1			-0.3	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000258231	AC020637.1			0.1	0.998056860267984
ENSG00000258234	AC024257.1			-0.1	0.998056860267984
ENSG00000258240	AC002351.1			-0.1	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000258256	AC011773.3			-0.1	0.998056860267984	0.1	0.99498273299885
ENSG00000258274	AC012085.2			-0.1	0.998056860267984	0.3	0.99498273299885
ENSG00000258279	LINC00592			-0.3	0.998056860267984	0.1	0.99498273299885	-0.3	0.997156663666153
ENSG00000258284	POLR2KP1			0.1	0.998056860267984	-0.5	0.99498273299885
ENSG00000258289	CHURC1	-0.2	0.274457407899465	0.4	0.998056860267984	0.4	0.99498273299885	-0.2	0.997156663666153	0.2	0.570054206082733
ENSG00000258301	VASH1-AS1			-0.2	0.998056860267984	0.2	0.99498273299885
ENSG00000258302	AC025034.1			0.1	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153
ENSG00000258308	AC079907.2							0.1	0.997156663666153
ENSG00000258311	AC009779.4			0.5	0.998056860267984	-0.1	0.99498273299885	0.2	0.997156663666153
ENSG00000258315	C17orf49			-0.1	0.998056860267984	-0.3	0.99498273299885	-0.1	0.997156663666153
ENSG00000258316	KLF17P1			0.1	0.998056860267984			0.1	0.997156663666153
ENSG00000258317	AC034102.6			-0.2	0.998056860267984	-0.1	0.99498273299885
ENSG00000258337	AC130895.1			-0.1	0.998056860267984
ENSG00000258342	AL133304.3			0.1	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000258352	AC119044.1			0.1	0.998056860267984	0.2	0.99498273299885
ENSG00000258355	AC079174.1							0.1	0.997156663666153
ENSG00000258357	AC023161.2			-0.1	0.998056860267984			0.1	0.997156663666153
ENSG00000258359	PCNPP1			0.3	0.998056860267984	-0.3	0.99498273299885	0.2	0.997156663666153
ENSG00000258365	AC073655.2					-0.4	0.99498273299885
ENSG00000258366	RTEL1							0.1	0.997156663666153
ENSG00000258375	AC079363.1							0.1	0.997156663666153
ENSG00000258376	AC004846.1					-0.1	0.99498273299885
ENSG00000258384	AC068831.2					-0.3	0.99498273299885
ENSG00000258388	PPT2-EGFL8			-0.5	0.998056860267984	0.2	0.99498273299885
ENSG00000258399	AL117190.1			-0.4	0.998056860267984	0.1	0.99498273299885
ENSG00000258400	AL591767.1			-0.1	0.998056860267984	-0.1	0.99498273299885
ENSG00000258404	LINC02320			-0.3	0.998056860267984	0.1	0.99498273299885
ENSG00000258405	ZNF578			-0.1	0.998056860267984	-0.2	0.99498273299885	-0.1	0.997156663666153
ENSG00000258408	NT5CP2			0.3	0.998056860267984	-0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000258413	AL158801.2					-0.2	0.99498273299885
ENSG00000258414	AL121790.1			-0.1	0.998056860267984
ENSG00000258419	AC022469.1			0.2	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000258422	AL160191.1			0.2	0.998056860267984	-0.1	0.99498273299885
ENSG00000258424	AL512791.1	0.7	0.0868640659110961
ENSG00000258429	PDF			-0.2	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000258441	LINC00641	-0.3	0.242572723816801	0.1	0.998056860267984	0.1	0.99498273299885	-0.1	0.997156663666153	-0.2	0.737912213084022	0.2	0.704181297540935
ENSG00000258443	AC005225.1			0.2	0.998056860267984	0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000258445	AL132777.1			-0.1	0.998056860267984			0.1	0.997156663666153
ENSG00000258454	AC016526.2			-0.1	0.998056860267984	0.1	0.99498273299885
ENSG00000258455	AL158801.3			-0.2	0.998056860267984
ENSG00000258457	AL132780.2			-0.2	0.998056860267984	-0.2	0.99498273299885	-0.1	0.997156663666153
ENSG00000258458	AL160314.2			0.3	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000258461	AC012651.1			0.2	0.998056860267984	-0.1	0.99498273299885
ENSG00000258469	CHMP4BP1					-0.1	0.99498273299885	-0.1	0.997156663666153
ENSG00000258471	AL161668.3					-0.1	0.99498273299885
ENSG00000258472	AC005726.1	0.4	0.125730151907149	0.1	0.998056860267984	-0.1	0.99498273299885	0.1	0.997156663666153	0.8	0.0453914096814414	0.1	0.947108961928979
ENSG00000258479	LINC00640							0.1	0.997156663666153
ENSG00000258480	ENSG00000258480			-0.1	0.998056860267984	-0.1	0.99498273299885
ENSG00000258483	LINC02251			-0.1	0.998056860267984	-0.1	0.99498273299885
ENSG00000258484	SPESP1			0.1	0.998056860267984
ENSG00000258490	AL049835.1	0.7	0.0737757754041169	-0.3	0.998056860267984	0.2	0.99498273299885	0.2	0.997156663666153
ENSG00000258497	AL359682.1					0.1	0.99498273299885
ENSG00000258498	DIO3OS	0.6	0.142702400175595	-0.1	0.998056860267984	-0.4	0.99498273299885			0.5	0.345449343999936	0.1	0.96253583689122
ENSG00000258500	AL845552.1							0.1	0.997156663666153
ENSG00000258501	EIF3LP1					0.1	0.99498273299885
ENSG00000258510	AC007954.1			-0.1	0.998056860267984	-0.3	0.99498273299885	-0.1	0.997156663666153
ENSG00000258513	AC006349.1			-0.1	0.998056860267984	-0.1	0.99498273299885
ENSG00000258517	AC004817.1					0.3	0.99498273299885
ENSG00000258520	AL359317.1			0.2	0.998056860267984	0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000258521	AL157871.2			0.2	0.998056860267984			0.1	0.997156663666153
ENSG00000258524	NT5CP1			0.1	0.998056860267984
ENSG00000258531	BANF1P1			-0.1	0.998056860267984			0.1	0.997156663666153
ENSG00000258535	AL079307.1			-0.1	0.998056860267984
ENSG00000258536	FKBP1BP1			-0.2	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153
ENSG00000258537	FRMD6-AS2			-0.1	0.998056860267984			-0.1	0.997156663666153
ENSG00000258539	AC068896.3			0.1	0.998056860267984	-0.4	0.99498273299885	0.2	0.997156663666153
ENSG00000258545	RHOXF1-AS1			-0.6	0.998056860267984	-0.5	0.99498273299885	-0.2	0.997156663666153
ENSG00000258546	CENPUP2					-0.1	0.99498273299885
ENSG00000258548	LINC00645			0.3	0.998056860267984	-0.2	0.99498273299885
ENSG00000258551	AC104035.1			0.1	0.998056860267984	-0.2	0.99498273299885
ENSG00000258555	SPECC1L-ADORA2A			0.1	0.998056860267984	0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000258559	AC005519.1	0.2	0.63566996301037	-0.5	0.998056860267984	0.4	0.99498273299885
ENSG00000258561	AL359232.1					-0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000258565	BLZF2P			-0.1	0.998056860267984	0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000258566	AC007376.1					-0.1	0.99498273299885
ENSG00000258569	AC007376.2			0.1	0.998056860267984	-0.3	0.99498273299885
ENSG00000258572	AL133467.1			-0.1	0.998056860267984
ENSG00000258584	FAM181A-AS1			0.4	0.998056860267984	0.4	0.99498273299885			0.6	0.34250443889841
ENSG00000258590	NBEAP1			-0.3	0.998056860267984	0.2	0.99498273299885
ENSG00000258591	PPIAP4					0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000258593	AL583810.1					0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000258603	AC005225.2			-0.1	0.998056860267984	-0.2	0.99498273299885	0.1	0.997156663666153
ENSG00000258608	DNAJC19P9			-0.1	0.998056860267984	0.3	0.99498273299885	-0.2	0.997156663666153
ENSG00000258615	AL117187.1							-0.1	0.997156663666153
ENSG00000258623	AL121820.1			-0.1	0.998056860267984	-0.2	0.99498273299885	-0.1	0.997156663666153
ENSG00000258634	AL160006.1	0.2	0.594696063633911	0.3	0.998056860267984			0.1	0.997156663666153	0.8	0.0871141801954225
ENSG00000258636	AL121821.2			-0.1	0.998056860267984	0.6	0.99498273299885	-0.1	0.997156663666153
ENSG00000258637	AC008056.1			0.3	0.998056860267984	-0.1	0.99498273299885	0.3	0.997156663666153
ENSG00000258640	RPL21P5			0.1	0.998056860267984
ENSG00000258645	HSPE1P2					0.5	0.99498273299885	-0.2	0.997156663666153
ENSG00000258646	AL049780.1			0.1	0.998056860267984	0.2	0.99498273299885	-0.1	0.997156663666153
ENSG00000258647	LINC00930					0.1	0.99498273299885	0.1	0.997156663666153
ENSG00000258648	UBE2CP1			0.1	0.998056860267984
