gene_id,type,ncbi,kegg
ENSG00000185761,protein_coding,339366,
ENSG00000185787,protein_coding,10933,310
ENSG00000185792,protein_coding,338321,625
ENSG00000185798,protein_coding,348793,350
ENSG00000185800,protein_coding,1762,910
ENSG00000185803,nonsense_mediated_decay,79581,
ENSG00000185808,protein_coding,51227,563
ENSG00000185811,protein_coding,10320,650
ENSG00000185813,protein_coding,5833,790
ENSG00000185818,protein_coding,339983,780
ENSG00000185823,protein_coding,23742,
ENSG00000185825,protein_coding,10134,
ENSG00000185829,protein_coding,51326,260
ENSG00000185842,protein_coding,127602,534
ENSG00000185860,protein_coding,339512,
ENSG00000185862,protein_coding,2124,
ENSG00000185863,nonsense_mediated_decay,100505993,
ENSG00000185864,nonsense_mediated_decay,440345,
ENSG00000185869,protein_coding,374899,4660
ENSG00000185880,protein_coding,140691,51
ENSG00000185883,protein_coding,527,195
ENSG00000185885,nonsense_mediated_decay,8519,
ENSG00000185888,protein_coding,339501,730
ENSG00000185896,protein_coding,3916,
ENSG00000185897,protein_coding,2865,860
ENSG00000185899,protein_coding,338398,
ENSG00000185900,protein_coding,84197,564
ENSG00000185909,protein_coding,200942,5165
ENSG00000185915,protein_coding,257240,4660
ENSG00000185917,protein_coding,54093,1100
ENSG00000185920,protein_coding,5727,1100
ENSG00000185924,protein_coding,146760,1100
ENSG00000185933,protein_coding,255022,
ENSG00000185940,protein_coding,439915,
ENSG00000185942,protein_coding,286183,
ENSG00000185946,protein_coding,55599,4714
ENSG00000185947,protein_coding,10308,1100
ENSG00000185950,protein_coding,8660,4658
ENSG00000185955,protein_coding,402573,
ENSG00000185958,nonsense_mediated_decay,121006,
ENSG00000185960,protein_coding,6473,520
ENSG00000185972,protein_coding,881,4714
ENSG00000185974,protein_coding,6011,901
ENSG00000185985,protein_coding,84631,5170
ENSG00000185988,protein_coding,126520,5163
ENSG00000185989,protein_coding,22821,4070
ENSG00000186001,protein_coding,84859,4150
ENSG00000186007,protein_coding,93273,
ENSG00000186009,protein_coding,496,
ENSG00000186017,protein_coding,84924,4660
ENSG00000186020,protein_coding,57711,4658
ENSG00000186026,protein_coding,342909,908
ENSG00000186038,protein_coding,285242,4714
ENSG00000186047,protein_coding,220107,
ENSG00000186051,protein_coding,6887,
ENSG00000186063,protein_coding,64853,4070
ENSG00000186073,nonsense_mediated_decay,84529,
ENSG00000186074,protein_coding,146722,5170
ENSG00000186081,protein_coding,3852,
ENSG00000186086,protein_coding,653149,
ENSG00000186088,protein_coding,54103,
ENSG00000186090,protein_coding,200909,
ENSG00000186094,protein_coding,84871,
ENSG00000186103,protein_coding,503582,600
ENSG00000186104,protein_coding,120227,1110
ENSG00000186105,protein_coding,100130733,1110
ENSG00000186106,protein_coding,157567,4926
ENSG00000186111,nonsense_mediated_decay,23396,4714
ENSG00000186118,protein_coding,374973,
ENSG00000186130,protein_coding,10773,720
ENSG00000186132,protein_coding,130355,
ENSG00000186136,protein_coding,353164,860
ENSG00000186141,protein_coding,10623,901
ENSG00000186150,protein_coding,164153,4070
ENSG00000186153,protein_coding,51741,562
ENSG00000186160,protein_coding,199974,100
ENSG00000186166,protein_coding,338657,
ENSG00000186174,protein_coding,283149,500
ENSG00000186184,nonsense_mediated_decay,51082,
ENSG00000186185,protein_coding,146909,910
ENSG00000186187,protein_coding,84937,500
ENSG00000186188,protein_coding,338557,860
ENSG00000186191,nonsense_mediated_decay,149954,
ENSG00000186193,protein_coding,89958,
ENSG00000186197,protein_coding,128178,5170
ENSG00000186198,protein_coding,123264,
ENSG00000186205,protein_coding,64757,1120
ENSG00000186207,protein_coding,254910,
ENSG00000186212,protein_coding,345079,591
ENSG00000186222,protein_coding,55330,
ENSG00000186230,protein_coding,388567,1110
ENSG00000186231,protein_coding,114792,5235
ENSG00000186260,nonsense_mediated_decay,57496,
ENSG00000186265,protein_coding,151888,550
ENSG00000186272,protein_coding,7565,620
ENSG00000186280,protein_coding,55693,
ENSG00000186281,protein_coding,150763,564
ENSG00000186283,protein_coding,64222,770
ENSG00000186288,protein_coding,340529,5170
ENSG00000186297,protein_coding,2558,4714
ENSG00000186298,protein_coding,5501,4660
ENSG00000186300,protein_coding,148254,908
ENSG00000186314,protein_coding,153768,
ENSG00000186318,protein_coding,23621,520
ENSG00000186326,protein_coding,388531,
ENSG00000186329,protein_coding,389177,
ENSG00000186334,protein_coding,285641,
ENSG00000186335,protein_coding,153201,
ENSG00000186340,protein_coding,7058,630
ENSG00000186350,protein_coding,6256,1100
ENSG00000186352,protein_coding,353322,4150
ENSG00000186364,protein_coding,200035,983
ENSG00000186367,protein_coding,100127206,
ENSG00000186376,protein_coding,7626,4660
ENSG00000186377,protein_coding,260293,981
ENSG00000186395,protein_coding,3858,
ENSG00000186399,protein_coding,101059918,
ENSG00000186407,protein_coding,342510,760
ENSG00000186409,nonsense_mediated_decay,728621,
ENSG00000186416,protein_coding,55922,1100
ENSG00000186417,protein_coding,342035,1100
ENSG00000186431,protein_coding,2204,4926
ENSG00000186432,protein_coding,3840,590
ENSG00000186439,protein_coding,10345,
ENSG00000186442,protein_coding,3850,
ENSG00000186448,protein_coding,10168,5235
ENSG00000186452,protein_coding,283471,1100
ENSG00000186453,protein_coding,653140,
ENSG00000186462,protein_coding,4674,
ENSG00000186468,protein_coding,6228,480
ENSG00000186469,protein_coding,54331,
ENSG00000186470,protein_coding,11118,982
ENSG00000186471,protein_coding,158798,
ENSG00000186479,protein_coding,401190,
ENSG00000186480,protein_coding,3638,
ENSG00000186487,protein_coding,23040,
ENSG00000186496,protein_coding,252884,4660
ENSG00000186501,protein_coding,84065,
ENSG00000186509,protein_coding,219956,1100
ENSG00000186510,protein_coding,1187,1100
ENSG00000186513,protein_coding,219957,860
ENSG00000186517,protein_coding,257106,4070
ENSG00000186522,protein_coding,151011,532
ENSG00000186523,protein_coding,85002,965
ENSG00000186532,protein_coding,114826,4660
ENSG00000186564,protein_coding,2306,1058
ENSG00000186566,protein_coding,23131,20
ENSG00000186567,protein_coding,56971,760
ENSG00000186575,protein_coding,4771,71
ENSG00000186583,protein_coding,375686,
ENSG00000186591,protein_coding,7328,5170
ENSG00000186603,protein_coding,84842,280
ENSG00000186625,protein_coding,11104,640
ENSG00000186628,protein_coding,123722,4150
ENSG00000186635,protein_coding,116985,1100
ENSG00000186638,protein_coding,347240,4150
ENSG00000186642,protein_coding,5138,1120
ENSG00000186645,protein_coding,102723849,
ENSG00000186648,protein_coding,90668,562
ENSG00000186654,nonsense_mediated_decay,55615,
ENSG00000186665,protein_coding,284018,
ENSG00000186666,protein_coding,144233,404
ENSG00000186675,protein_coding,139599,
ENSG00000186684,protein_coding,339761,1120
ENSG00000186687,protein_coding,90624,
ENSG00000186710,protein_coding,387885,
ENSG00000186714,protein_coding,493860,
ENSG00000186716,protein_coding,613,590
ENSG00000186723,protein_coding,26539,1100
ENSG00000186732,protein_coding,758,240
ENSG00000186765,protein_coding,25794,
ENSG00000186766,protein_coding,399823,5163
ENSG00000186767,protein_coding,139886,
ENSG00000186787,protein_coding,474343,
ENSG00000186790,protein_coding,2301,941
ENSG00000186792,protein_coding,8372,513
ENSG00000186795,protein_coding,338567,
ENSG00000186806,protein_coding,147645,4151
ENSG00000186812,protein_coding,84307,1120
ENSG00000186814,protein_coding,100101467,650
ENSG00000186815,protein_coding,53373,4714
ENSG00000186818,protein_coding,11006,750
ENSG00000186827,protein_coding,7293,5170
ENSG00000186832,protein_coding,3868,
ENSG00000186834,protein_coding,10614,
ENSG00000186838,protein_coding,348303,361
ENSG00000186847,protein_coding,3861,
ENSG00000186854,protein_coding,129293,
ENSG00000186862,protein_coding,79955,4926
ENSG00000186866,protein_coding,23275,514
ENSG00000186867,protein_coding,84109,1110
ENSG00000186868,nonsense_mediated_decay,4137,
ENSG00000186871,protein_coding,54821,630
ENSG00000186881,protein_coding,138805,1100
ENSG00000186889,protein_coding,200728,
ENSG00000186891,protein_coding,8784,4714
ENSG00000186897,protein_coding,338761,511
ENSG00000186907,protein_coding,349667,5170
ENSG00000186908,protein_coding,23390,5163
ENSG00000186910,protein_coding,256394,
ENSG00000186919,protein_coding,353174,4151
ENSG00000186943,protein_coding,138802,860
ENSG00000186951,protein_coding,5465,1100
ENSG00000186952,protein_coding,642987,
ENSG00000186973,protein_coding,440585,
ENSG00000186976,protein_coding,64800,5163
ENSG00000186994,protein_coding,256949,4150
ENSG00000186998,protein_coding,129080,1100
ENSG00000187010,protein_coding,6007,
ENSG00000187017,protein_coding,83715,1100
ENSG00000187021,protein_coding,5407,780
ENSG00000187024,protein_coding,138428,
ENSG00000187033,protein_coding,344658,564
ENSG00000187037,protein_coding,353345,1110
ENSG00000187045,protein_coding,164656,520
ENSG00000187048,protein_coding,1579,643
ENSG00000187049,protein_coding,51259,
ENSG00000187051,protein_coding,91582,
ENSG00000187054,protein_coding,339967,1100
ENSG00000187066,protein_coding,100130348,
ENSG00000187068,protein_coding,285382,
ENSG00000187079,protein_coding,7003,
ENSG00000187091,protein_coding,5333,520
ENSG00000187094,protein_coding,885,
ENSG00000187097,protein_coding,957,240
ENSG00000187098,protein_coding,4286,
ENSG00000187105,protein_coding,399671,562
ENSG00000187109,nonsense_mediated_decay,4673,
ENSG00000187116,protein_coding,353514,901
ENSG00000187118,protein_coding,152100,
ENSG00000187122,protein_coding,6585,5235
ENSG00000187123,nonsense_mediated_decay,130574,
ENSG00000187134,protein_coding,1645,900
ENSG00000187135,protein_coding,342865,4070
ENSG00000187140,protein_coding,27022,770
ENSG00000187147,protein_coding,55182,5163
ENSG00000187151,protein_coding,253935,
ENSG00000187164,protein_coding,57698,
ENSG00000187166,protein_coding,341567,521
ENSG00000187186,protein_coding,730098,
ENSG00000187187,protein_coding,339327,5235
ENSG00000187189,protein_coding,23270,
ENSG00000187193,protein_coding,4501,
ENSG00000187231,protein_coding,91404,4926
ENSG00000187239,protein_coding,23048,533
ENSG00000187240,protein_coding,79659,760
ENSG00000187242,protein_coding,3859,
ENSG00000187243,protein_coding,81557,
ENSG00000187244,protein_coding,4059,750
ENSG00000187257,protein_coding,222194,
ENSG00000187258,protein_coding,387129,860
ENSG00000187260,protein_coding,349136,760
ENSG00000187266,protein_coding,2057,380
ENSG00000187268,protein_coding,171484,
ENSG00000187288,protein_coding,63924,
ENSG00000187323,protein_coding,1630,830
ENSG00000187325,protein_coding,51616,
ENSG00000187372,protein_coding,56123,520
ENSG00000187391,protein_coding,9863,4150
ENSG00000187398,protein_coding,338645,
ENSG00000187416,protein_coding,375612,
ENSG00000187446,protein_coding,11261,5165
ENSG00000187474,protein_coding,2359,1110
ENSG00000187475,protein_coding,3010,945
ENSG00000187479,protein_coding,387763,
ENSG00000187486,protein_coding,3767,280
ENSG00000187492,nonsense_mediated_decay,389118,520
ENSG00000187498,protein_coding,1282,5163
ENSG00000187513,protein_coding,2701,
ENSG00000187514,protein_coding,5757,
ENSG00000187522,protein_coding,51182,30
ENSG00000187527,protein_coding,344905,440
ENSG00000187531,protein_coding,51547,660
ENSG00000187535,nonsense_mediated_decay,9742,364
ENSG00000187550,protein_coding,646643,4070
ENSG00000187554,protein_coding,7100,1110
ENSG00000187555,protein_coding,7874,730
ENSG00000187556,protein_coding,342977,
ENSG00000187566,protein_coding,378884,363
ENSG00000187569,protein_coding,359787,
ENSG00000187583,protein_coding,84069,1110
ENSG00000187595,protein_coding,201181,1100
ENSG00000187601,protein_coding,28986,
ENSG00000187605,protein_coding,200424,310
ENSG00000187607,protein_coding,57335,4660
ENSG00000187608,protein_coding,9636,4714
ENSG00000187609,nonsense_mediated_decay,54932,1100
ENSG00000187616,protein_coding,389827,564
ENSG00000187624,protein_coding,400566,
ENSG00000187626,protein_coding,387032,650
ENSG00000187627,protein_coding,400966,5170
ENSG00000187630,protein_coding,317749,930
ENSG00000187634,protein_coding,148398,562
ENSG00000187642,protein_coding,84808,
ENSG00000187650,protein_coding,400673,
ENSG00000187658,protein_coding,100190949,
ENSG00000187672,nonsense_mediated_decay,26059,
ENSG00000187676,protein_coding,145173,680
ENSG00000187678,protein_coding,81848,
ENSG00000187682,protein_coding,3266,4151
ENSG00000187688,protein_coding,51393,4660
ENSG00000187690,protein_coding,340602,
ENSG00000187699,protein_coding,84281,
ENSG00000187713,protein_coding,94107,
ENSG00000187715,protein_coding,166348,4150
ENSG00000187720,protein_coding,79875,
ENSG00000187726,protein_coding,374407,5170
ENSG00000187730,nonsense_mediated_decay,2563,5170
ENSG00000187736,protein_coding,79840,
ENSG00000187741,nonsense_mediated_decay,2175,
ENSG00000187742,protein_coding,79048,
ENSG00000187747,protein_coding,340980,1110
ENSG00000187753,protein_coding,389766,
ENSG00000187758,protein_coding,124,330
ENSG00000187764,protein_coding,10507,627
ENSG00000187772,protein_coding,389421,983
ENSG00000187775,protein_coding,8632,450
ENSG00000187778,protein_coding,10445,906
ENSG00000187783,protein_coding,643236,
ENSG00000187790,protein_coding,57697,900
ENSG00000187791,protein_coding,100129969,
ENSG00000187792,protein_coding,7621,1100
ENSG00000187796,protein_coding,64170,5163
ENSG00000187800,protein_coding,375033,564
ENSG00000187801,protein_coding,65243,1120
ENSG00000187806,nonsense_mediated_decay,338949,
ENSG00000187808,protein_coding,347454,1040
ENSG00000187815,protein_coding,339559,720
ENSG00000187823,protein_coding,340595,240
ENSG00000187824,protein_coding,388335,
ENSG00000187837,protein_coding,3006,980
ENSG00000187838,protein_coding,57048,
ENSG00000187848,protein_coding,22953,
ENSG00000187855,protein_coding,121549,
ENSG00000187860,protein_coding,550631,
ENSG00000187862,protein_coding,164118,330
ENSG00000187867,protein_coding,342979,
ENSG00000187871,protein_coding,389400,
ENSG00000187889,protein_coding,199920,1100
ENSG00000187902,protein_coding,729956,
ENSG00000187905,protein_coding,400891,4660
ENSG00000187908,protein_coding,1755,
ENSG00000187912,protein_coding,388512,340
ENSG00000187922,nonsense_mediated_decay,414332,1100
ENSG00000187942,protein_coding,401944,520
ENSG00000187944,protein_coding,401027,
ENSG00000187950,nonsense_mediated_decay,341350,
ENSG00000187954,protein_coding,50626,4660
ENSG00000187955,protein_coding,7373,860
ENSG00000187957,protein_coding,92737,1100
ENSG00000187959,protein_coding,642843,
ENSG00000187961,protein_coding,339451,380
ENSG00000187980,protein_coding,391013,592
ENSG00000187987,protein_coding,222696,4660
ENSG00000187994,protein_coding,126432,4926
ENSG00000187997,protein_coding,100141515,
ENSG00000188000,protein_coding,162998,1100
ENSG00000188001,protein_coding,285386,562
ENSG00000188010,protein_coding,729967,310
ENSG00000188011,nonsense_mediated_decay,285093,
ENSG00000188015,protein_coding,6274,5163
ENSG00000188021,protein_coding,29978,970
ENSG00000188026,protein_coding,353116,
ENSG00000188032,protein_coding,646457,
ENSG00000188033,protein_coding,57474,20
ENSG00000188037,protein_coding,1180,260
ENSG00000188038,protein_coding,123904,
ENSG00000188039,protein_coding,284434,5170
ENSG00000188042,protein_coding,10123,625
ENSG00000188050,protein_coding,168433,500
ENSG00000188051,protein_coding,100130519,
ENSG00000188060,protein_coding,115273,4658
ENSG00000188064,protein_coding,7477,
ENSG00000188070,protein_coding,65998,310
ENSG00000188089,protein_coding,123745,5170
ENSG00000188092,protein_coding,51463,
ENSG00000188095,protein_coding,145873,
ENSG00000188107,protein_coding,346007,5165
ENSG00000188112,protein_coding,647024,
ENSG00000188124,protein_coding,338755,1110
ENSG00000188133,protein_coding,401498,
ENSG00000188152,protein_coding,441457,
ENSG00000188153,protein_coding,1287,1100
ENSG00000188157,protein_coding,375790,51
ENSG00000188162,protein_coding,340990,592
ENSG00000188163,protein_coding,401565,
ENSG00000188167,protein_coding,643853,230
ENSG00000188176,protein_coding,342527,4150
ENSG00000188177,protein_coding,376940,
ENSG00000188186,protein_coding,389541,
ENSG00000188191,protein_coding,5575,30
ENSG00000188199,protein_coding,729262,
ENSG00000188211,protein_coding,374383,830
ENSG00000188215,protein_coding,123879,
ENSG00000188223,nonsense_mediated_decay,,
ENSG00000188227,protein_coding,390927,20
ENSG00000188229,protein_coding,10383,
ENSG00000188234,protein_coding,119016,4658
ENSG00000188243,protein_coding,170622,
ENSG00000188257,protein_coding,5320,1110
ENSG00000188263,protein_coding,400935,
ENSG00000188266,protein_coding,123688,230
ENSG00000188269,protein_coding,26659,860
ENSG00000188282,protein_coding,285180,4150
ENSG00000188283,protein_coding,163087,4660
ENSG00000188290,protein_coding,57801,
ENSG00000188293,protein_coding,374918,
ENSG00000188295,protein_coding,79862,720
ENSG00000188306,protein_coding,344657,760
ENSG00000188312,protein_coding,401541,
ENSG00000188313,protein_coding,5359,
ENSG00000188315,protein_coding,375341,
ENSG00000188316,protein_coding,387712,627
ENSG00000188321,protein_coding,84527,4660
ENSG00000188322,protein_coding,388228,1110
ENSG00000188334,protein_coding,100131137,
ENSG00000188338,nonsense_mediated_decay,10991,
ENSG00000188342,protein_coding,2963,404
ENSG00000188343,protein_coding,137392,4070
ENSG00000188352,protein_coding,54914,562
ENSG00000188368,protein_coding,284338,
ENSG00000188372,protein_coding,7784,
ENSG00000188379,protein_coding,3440,
ENSG00000188385,protein_coding,282973,
ENSG00000188386,protein_coding,5535,30
ENSG00000188389,protein_coding,5133,983
ENSG00000188393,protein_coding,387836,4150
ENSG00000188394,protein_coding,2844,860
ENSG00000188396,protein_coding,343521,
ENSG00000188404,protein_coding,6402,5170
ENSG00000188419,protein_coding,1121,999
ENSG00000188425,protein_coding,339345,
ENSG00000188428,nonsense_mediated_decay,63915,
ENSG00000188452,protein_coding,375298,561
ENSG00000188467,protein_coding,283652,
ENSG00000188483,protein_coding,389792,
ENSG00000188486,nonsense_mediated_decay,3014,
ENSG00000188487,protein_coding,387755,190
ENSG00000188488,protein_coding,5104,
ENSG00000188493,protein_coding,284325,
ENSG00000188501,protein_coding,197021,561
ENSG00000188505,protein_coding,342897,572
ENSG00000188508,protein_coding,388533,
ENSG00000188517,protein_coding,84570,910
ENSG00000188522,protein_coding,644815,
ENSG00000188523,protein_coding,389799,
ENSG00000188529,nonsense_mediated_decay,10772,310
ENSG00000188536,protein_coding,3040,
ENSG00000188542,protein_coding,285193,5235
ENSG00000188549,protein_coding,388115,
ENSG00000188554,protein_coding,4077,1110
ENSG00000188558,protein_coding,391211,1100
ENSG00000188559,protein_coding,57186,4150
ENSG00000188566,protein_coding,27158,220
ENSG00000188573,protein_coding,345630,230
ENSG00000188580,protein_coding,154215,
ENSG00000188582,protein_coding,344838,
ENSG00000188585,protein_coding,400797,5163
ENSG00000188596,protein_coding,144535,
ENSG00000188603,nonsense_mediated_decay,1201,270
ENSG00000188610,protein_coding,653820,
ENSG00000188611,nonsense_mediated_decay,56624,1100
ENSG00000188612,protein_coding,6613,5235
ENSG00000188613,protein_coding,340719,
ENSG00000188624,protein_coding,388555,
ENSG00000188626,protein_coding,653720,
ENSG00000188629,protein_coding,7730,720
ENSG00000188636,protein_coding,84247,
ENSG00000188641,protein_coding,1806,51
ENSG00000188643,protein_coding,140576,531
ENSG00000188649,protein_coding,387707,1100
ENSG00000188659,protein_coding,283726,
ENSG00000188672,protein_coding,6006,
ENSG00000188674,protein_coding,389073,
ENSG00000188687,protein_coding,57835,51
ENSG00000188690,protein_coding,7390,1100
ENSG00000188706,protein_coding,51114,
ENSG00000188707,protein_coding,113763,
ENSG00000188710,protein_coding,347148,
ENSG00000188725,protein_coding,643155,
ENSG00000188729,protein_coding,344901,
ENSG00000188730,protein_coding,375567,1110
ENSG00000188732,nonsense_mediated_decay,340277,
ENSG00000188735,protein_coding,144404,
ENSG00000188738,nonsense_mediated_decay,401024,
ENSG00000188739,protein_coding,23029,4150
ENSG00000188747,protein_coding,10811,4150
ENSG00000188760,protein_coding,130612,
ENSG00000188761,protein_coding,440603,
ENSG00000188763,protein_coding,8326,
ENSG00000188766,protein_coding,399473,4151
ENSG00000188770,protein_coding,26254,1100
ENSG00000188771,protein_coding,349633,
ENSG00000188778,protein_coding,155,1110
ENSG00000188782,nonsense_mediated_decay,378807,4926
ENSG00000188783,protein_coding,5549,1110
ENSG00000188784,protein_coding,30814,592
ENSG00000188785,protein_coding,147694,720
ENSG00000188786,protein_coding,4520,4660
ENSG00000188800,protein_coding,127391,
ENSG00000188803,protein_coding,388336,
ENSG00000188811,protein_coding,387921,40
ENSG00000188817,protein_coding,132203,4070
ENSG00000188820,protein_coding,441168,
ENSG00000188827,protein_coding,84464,
ENSG00000188833,protein_coding,377841,1100
ENSG00000188846,nonsense_mediated_decay,9045,
ENSG00000188848,protein_coding,389206,
ENSG00000188859,protein_coding,149297,
ENSG00000188868,protein_coding,147837,310
ENSG00000188869,protein_coding,342125,
ENSG00000188878,nonsense_mediated_decay,85302,
ENSG00000188883,protein_coding,346689,1100
ENSG00000188886,protein_coding,431705,1100
ENSG00000188895,nonsense_mediated_decay,339287,
ENSG00000188897,nonsense_mediated_decay,400499,
ENSG00000188906,protein_coding,120892,590
ENSG00000188910,protein_coding,2707,
ENSG00000188916,protein_coding,642938,
ENSG00000188917,protein_coding,79979,902
ENSG00000188921,protein_coding,401494,1110
ENSG00000188937,protein_coding,60506,5165
ENSG00000188938,nonsense_mediated_decay,158293,
ENSG00000188958,nonsense_mediated_decay,257313,
ENSG00000188959,protein_coding,401546,
ENSG00000188976,protein_coding,26155,230
ENSG00000188981,nonsense_mediated_decay,345222,
ENSG00000188986,protein_coding,25920,
ENSG00000188991,protein_coding,729025,330
ENSG00000188992,protein_coding,149998,997
ENSG00000188993,protein_coding,339977,4658
ENSG00000188994,protein_coding,23036,620
ENSG00000188996,protein_coding,135458,
ENSG00000188997,protein_coding,283219,
ENSG00000189001,protein_coding,374897,
ENSG00000189007,protein_coding,134637,240
ENSG00000189013,protein_coding,3805,1100
ENSG00000189030,protein_coding,391104,
ENSG00000189042,nonsense_mediated_decay,163081,4660
ENSG00000189043,protein_coding,4697,
ENSG00000189045,protein_coding,728780,591
ENSG00000189046,protein_coding,121642,904
ENSG00000189050,nonsense_mediated_decay,51136,4714
ENSG00000189051,protein_coding,643904,4151
ENSG00000189056,protein_coding,5649,53
ENSG00000189057,protein_coding,374393,1100
ENSG00000189058,protein_coding,347,590
ENSG00000189060,protein_coding,3005,240
ENSG00000189067,nonsense_mediated_decay,9516,
ENSG00000189068,protein_coding,284415,5235
ENSG00000189077,protein_coding,83862,
ENSG00000189091,protein_coding,23450,5163
ENSG00000189099,protein_coding,345062,730
ENSG00000189108,protein_coding,26280,280
ENSG00000189114,protein_coding,388552,
ENSG00000189120,protein_coding,80320,650
ENSG00000189127,protein_coding,340120,250
ENSG00000189129,protein_coding,219348,
ENSG00000189134,protein_coding,222698,
ENSG00000189143,protein_coding,1364,
ENSG00000189144,protein_coding,126231,1110
ENSG00000189157,protein_coding,100129583,
ENSG00000189159,protein_coding,51155,
ENSG00000189164,protein_coding,84503,5235
ENSG00000189167,protein_coding,646799,
ENSG00000189171,protein_coding,6284,564
ENSG00000189181,protein_coding,401994,1110
ENSG00000189182,protein_coding,374454,
ENSG00000189184,protein_coding,54510,520
ENSG00000189190,protein_coding,162966,4660
ENSG00000189195,nonsense_mediated_decay,284697,
ENSG00000189221,protein_coding,4128,405
ENSG00000189227,protein_coding,145853,
ENSG00000189233,protein_coding,389643,625
ENSG00000189241,nonsense_mediated_decay,7259,
ENSG00000189269,protein_coding,51233,
ENSG00000189280,protein_coding,2709,
ENSG00000189283,protein_coding,2272,240
ENSG00000189298,protein_coding,80317,20
ENSG00000189306,protein_coding,27341,4926
ENSG00000189308,nonsense_mediated_decay,132660,310
ENSG00000189320,nonsense_mediated_decay,389558,
ENSG00000189325,protein_coding,389384,
ENSG00000189326,protein_coding,441525,
ENSG00000189334,protein_coding,57402,4150
ENSG00000189337,protein_coding,23254,600
ENSG00000189339,protein_coding,728661,
ENSG00000189350,protein_coding,165186,562
ENSG00000189362,protein_coding,100131211,
ENSG00000189367,protein_coding,9729,
ENSG00000189369,protein_coding,23708,330
ENSG00000189375,protein_coding,254272,
ENSG00000189376,protein_coding,84933,4150
ENSG00000189377,nonsense_mediated_decay,284340,
ENSG00000189401,protein_coding,139562,633
ENSG00000189403,protein_coding,3146,310
ENSG00000189409,protein_coding,8510,520
ENSG00000189410,protein_coding,400745,4658
ENSG00000189420,protein_coding,139735,5235
ENSG00000189430,protein_coding,9437,1120
ENSG00000189431,protein_coding,644943,4926
ENSG00000189433,protein_coding,127534,
ENSG00000196071,protein_coding,284521,860
ENSG00000196074,protein_coding,10388,
ENSG00000196081,protein_coding,440519,650
ENSG00000196083,protein_coding,3556,550
ENSG00000196090,nonsense_mediated_decay,11122,4660
ENSG00000196091,protein_coding,4604,650
ENSG00000196092,protein_coding,5079,240
ENSG00000196099,protein_coding,390261,1100
ENSG00000196104,protein_coding,50859,5170
ENSG00000196110,protein_coding,374879,1110
ENSG00000196116,protein_coding,23424,4151
ENSG00000196118,protein_coding,90835,
ENSG00000196119,protein_coding,390275,1100
ENSG00000196123,protein_coding,653319,
ENSG00000196131,protein_coding,317701,1100
ENSG00000196132,protein_coding,4661,
ENSG00000196136,protein_coding,12,
ENSG00000196139,protein_coding,8644,120
ENSG00000196141,protein_coding,26010,4150
ENSG00000196150,nonsense_mediated_decay,58500,1110
ENSG00000196151,protein_coding,151525,4150
ENSG00000196152,protein_coding,7633,620
ENSG00000196154,protein_coding,6275,564
ENSG00000196155,protein_coding,25894,4070
ENSG00000196159,protein_coding,79633,1100
ENSG00000196169,protein_coding,124602,195
ENSG00000196177,protein_coding,36,1100
ENSG00000196182,protein_coding,83931,4660
ENSG00000196187,protein_coding,9725,1100
ENSG00000196188,protein_coding,1510,1120
ENSG00000196189,protein_coding,64218,562
ENSG00000196196,protein_coding,646962,
ENSG00000196199,protein_coding,54737,564
ENSG00000196208,protein_coding,9687,
ENSG00000196214,protein_coding,90321,4660
ENSG00000196218,protein_coding,6261,630
ENSG00000196220,protein_coding,9901,5163
ENSG00000196227,protein_coding,63939,
ENSG00000196230,protein_coding,203068,
ENSG00000196233,protein_coding,84458,1110
ENSG00000196235,protein_coding,6829,
ENSG00000196236,protein_coding,63929,1120
ENSG00000196240,protein_coding,401992,860
ENSG00000196242,protein_coding,148824,1100
ENSG00000196247,protein_coding,51427,4658
ENSG00000196260,protein_coding,389376,
ENSG00000196262,protein_coding,5478,791
ENSG00000196263,protein_coding,57573,720
ENSG00000196267,protein_coding,162962,1100
ENSG00000196268,protein_coding,284443,1120
ENSG00000196275,protein_coding,84163,310
ENSG00000196277,protein_coding,2917,230
ENSG00000196289,protein_coding,441925,
ENSG00000196290,protein_coding,60491,1100
ENSG00000196296,protein_coding,487,998
ENSG00000196305,protein_coding,3376,970
ENSG00000196313,protein_coding,9883,
ENSG00000196323,protein_coding,29068,720
ENSG00000196329,protein_coding,55340,720
ENSG00000196335,protein_coding,56164,230
ENSG00000196337,protein_coding,94027,
ENSG00000196338,protein_coding,54413,1110
ENSG00000196341,protein_coding,283159,1100
ENSG00000196345,nonsense_mediated_decay,55888,1120
ENSG00000196352,protein_coding,1604,1100
ENSG00000196353,protein_coding,131034,1110
ENSG00000196357,protein_coding,147929,5235
ENSG00000196358,protein_coding,84628,5170
ENSG00000196361,protein_coding,1995,4926
ENSG00000196363,protein_coding,11091,680
ENSG00000196365,protein_coding,9361,4926
ENSG00000196367,protein_coding,8295,310
ENSG00000196368,protein_coding,55190,760
ENSG00000196369,protein_coding,647135,4660
ENSG00000196371,protein_coding,2526,1100
ENSG00000196372,protein_coding,79754,4150
ENSG00000196376,protein_coding,222553,
ENSG00000196378,protein_coding,80778,4660
ENSG00000196381,protein_coding,163115,1110
ENSG00000196387,nonsense_mediated_decay,7699,310
ENSG00000196388,protein_coding,388324,
ENSG00000196391,protein_coding,342132,20
ENSG00000196396,protein_coding,5770,4660
ENSG00000196405,protein_coding,51466,4151
